,Unnamed: 0,accession,samples-count,bioproject,is-private,last-update,secondary-accession,centre-name,study-name,data-origination,doi
245,245,MGYS00005339,3,PRJEB12669,False,2020-05-17T09:56:52,ERP014167,Shenzhen Following Precision Medical Research Institute,Gut microbiota of 10 pairs of Chinese infant twins,SUBMITTED,10.1371/journal.pone.0161627
246,246,MGYS00005338,244,PRJEB12123,False,2020-05-17T09:56:00,ERP013562,BGI,Gut microbial dysbiosis in young adults with obesity,SUBMITTED,10.1128/mbio.03628-20
247,247,MGYS00005336,123,PRJNA240307,False,2020-05-15T22:05:06,SRP040146,Broad Institute,C.diff FMT,HARVESTED,
248,248,MGYS00002309,15,PRJEB24355,False,2020-05-15T15:26:37,ERP106171,EMBL-EBI,EMG produced TPA metagenomics assembly of the The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics. (Antibiotic resistance within the preterm infant gut.) data set.,SUBMITTED,10.1186/s12864-018-4870-z
249,249,MGYS00005281,290,PRJEB29588,False,2020-05-14T12:19:16,ERP111902,EMG,EMG produced TPA metagenomics assembly of the Richness of human gut microbiome correlates with metabolic markers (MetaHIT-Richness) data set.,SUBMITTED,10.1093/nar/gkx967
250,250,MGYS00002019,400,PRJEB22360,False,2020-05-12T09:30:31,ERP104039,EMBL-EBI,EMG produced TPA metagenomics assembly of the Dynamics and Stabilization of the Human Gut Microbiome during the First Year of Life (InfantGut) data set,SUBMITTED,10.1371/journal.pone.0244876
251,251,MGYS00005218,192,PRJNA480312,False,2020-05-10T12:53:35,SRP152889,National Institute of Standards and Technology,16S rRNA Marker-gene survey Two-sample titration dataset,HARVESTED,10.1186/s40168-020-00812-1
252,252,MGYS00005219,615,PRJNA471742,False,2020-05-06T01:24:51,SRP148278,Arivale Inc.,A Multi-Omic Association Study of Trimethylamine N-Oxide,HARVESTED,10.1016/j.csbj.2021.12.036
253,253,MGYS00005213,727,PRJNA437539,False,2020-05-06T01:23:08,SRP136303,Shanghai Tenth People's Hospital,human gut metagenome Raw sequence reads,HARVESTED,
254,254,MGYS00005314,876,PRJNA485316,False,2020-05-02T02:23:59,SRP158570,University of Michigan,Fecal microbiota of patients over time at one long-term acute care hospital,HARVESTED,10.1093/cid/ciy796
255,255,MGYS00005198,801,PRJNA516932,False,2020-05-02T02:23:31,SRP181937,Northern Arizona University,Effects of ursodeoxycholic acid on the gut microbiome and colorectal adenoma development.,HARVESTED,10.3390/nu13072234
256,256,MGYS00005223,767,PRJNA419038,False,2020-05-02T02:22:32,SRP126884,Stanford University,Simple statistical identification and removal of contaminant sequences in marker-gene and metagenomics data,HARVESTED,10.1186/s40168-018-0605-2
257,257,MGYS00005207,802,PRJNA318535,False,2020-05-02T01:48:49,SRP073335,UCSD,Raw sequence reads,HARVESTED,10.1186/s40168-016-0187-9
258,258,MGYS00005203,832,PRJEB20022,False,2020-04-29T20:40:35,ERP022127,uBiome,16S rRNA gene sequencing and healthy reference ranges for 28 clinically relevant microbial taxa from the human gut microbiome,SUBMITTED,10.1371/journal.pone.0176555
259,259,MGYS00005211,665,PRJNA283106,False,2020-04-29T20:33:15,SRP058088,University College Cork,Composition and temporal stability of the gut microbiota in older persons,HARVESTED,10.1371/journal.pone.0237207
260,260,MGYS00005197,1319,PRJNA427101,False,2020-04-26T13:05:31,SRP128931,Center for Genomic Regulation,Human oral microbiome of Spanish adolescents,HARVESTED,10.1186/s40168-018-0592-3
261,261,MGYS00005192,1816,PRJNA414072,False,2020-04-26T13:04:47,SRP119890,University College Cork,Human faecal 16S Raw sequence reads,HARVESTED,10.1136/gutjnl-2020-321106
262,262,MGYS00005225,1207,PRJNA436359,False,2020-04-26T13:04:04,SRP165757,Harvard T.H. Chan School of Public Health,Gut microbial factors implicated in disease progression and treatment response in pediatric ulcerative colitis,HARVESTED,10.1038/s41467-018-07841-3
263,263,MGYS00005195,1016,PRJNA234437,False,2020-04-20T15:47:12,SRP042023,University of Maryland,GEMS diarrheal case/control study Targeted Locus (Loci),HARVESTED,10.1186/s12864-015-1819-3
264,264,MGYS00005191,1537,PRJNA418765,False,2020-04-20T13:59:01,SRP125127,University of Michigan Medical School Host Microbiome Initiative,Microbiota of Ustekinumab-treated Crohn's subjects.,HARVESTED,10.1128/mbio.02120-17
265,265,MGYS00005184,1557,PRJEB14839,False,2020-04-08T12:46:45,ERP016515,UNIVERSITY OF TORONTO,Association of host genome with intestinal microbial composition in a large healthy cohort,SUBMITTED,10.1371/journal.pone.0260451
266,266,MGYS00005190,1993,PRJNA396815,False,2020-02-18T13:08:42,SRP136041,Hangzhou Guhe Information and Technology Company,An optimized model for screening colorectal cancer established using large-scale experimental sequence-based faecal microbial community data,HARVESTED,
267,267,MGYS00001186,207,PRJNA311224,False,2020-02-10T10:13:05,SRP070464,University of Minnesota,Capsule Patients,HARVESTED,10.1038/s41598-021-84152-6
268,268,MGYS00005159,464,PRJNA290926,False,2020-02-10T10:11:06,SRP062005,University of Michigan,Microbiome analysis complements fecal occult blood test for improved detection,HARVESTED,10.1371/journal.pcbi.1009838
269,269,MGYS00005235,487,PRJEB9205,False,2020-02-10T09:56:47,ERP010289,SNU,16S rRNA gene sequences of human gut microbiota,SUBMITTED,10.3389/fcimb.2017.00516
270,270,MGYS00005247,443,PRJDB4998,False,2020-02-09T17:10:12,DRP003338,YAKULT_CENTRAL,Fecal microbiota of Japanese healthy adults,HARVESTED,10.1186/s12866-016-0898-x
271,271,MGYS00005128,1197,PRJEB34871,False,2020-02-04T14:43:01,ERP117839,CENTRE FOR ECOLOGY AND HYDROLOGY,Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples,SUBMITTED,10.1016/j.eclinm.2021.100910
272,272,MGYS00005282,292,PRJEB4336,False,2020-01-22T18:30:38,ERP003612,BGI,Richness of human gut microbiome correlates with metabolic markers,SUBMITTED,10.1128/mbio.03628-20
273,273,MGYS00005143,7403,PRJNA362643,False,2019-12-13T16:44:55,SRP126946,Stanford University,Distinct spatial patterns of bacterial diversity shaped by salivary flow on tooth surfaces in humans,HARVESTED,10.1038/s41467-018-02900-1
274,274,MGYS00005147,1955,PRJEB5482,False,2019-12-10T16:56:13,ERP004898,CGS-GL,Persistent gut microbiota immaturity in malnourished Bangladeshi children,SUBMITTED,10.1016/j.csbj.2020.08.028
275,275,MGYS00005142,4357,PRJEB11697,False,2019-12-07T07:43:23,ERP013105,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Characterizing postnatal co-development of the gut microbiota and mucosal IgA responses in healthy twin pairs and a gnotobiotic mouse model,SUBMITTED,10.1038/nature17940
276,276,MGYS00005133,1412,PRJNA445346,False,2019-11-28T21:41:25,SRP137015,Mayo Clinic,16S rRNA gene amplicon sequencing of patients with colorectal cancer,HARVESTED,10.3389/fgene.2021.787176
277,277,MGYS00005131,20,PRJEB35214,False,2019-11-18T10:29:47,ERP118234,ICMR-National Institute of Cholera and Enteric Diseases,Metagenomics of gut microbiome from diarrheal samples,SUBMITTED,
278,278,MGYS00005130,115,PRJEB30401,False,2019-11-14T18:41:31,ERP112853,University of Cagliari,Gut Microbiome Alterations Drive Distinct Metabolic Expression Patterns in a Cohort of Italian Patients with Parkinson's Disease,SUBMITTED,10.3390/biom11020144
279,279,MGYS00005129,300,PRJEB27564,False,2019-11-14T17:11:09,ERP109659,UH/IB,Gut microbiota in Parkinson's disease: temporal stability and disease progression,SUBMITTED,10.1016/j.csbj.2021.12.036
280,280,MGYS00001299,1,PRJNA203399,False,2019-11-07T16:56:08,SRP022894,"P&G Innovation Center, Beijing",Oral tongue plaque Metagenome,HARVESTED,
281,281,MGYS00002262,2,PRJNA257562,False,2019-11-07T16:56:06,SRP045295,"Qibebt,CAS,China",Human oral microbiome associated with OC regiment,HARVESTED,10.1128/mbio.03281-20
282,282,MGYS00002159,21,PRJNA391236,False,2019-11-07T16:56:03,SRP110002,Aarhus University,Subgingival microbiome of from patients suffering from periodontitis and liver cirrhosis,HARVESTED,10.1038/s41598-018-28905-w
283,283,MGYS00003719,21,PRJNA419453,False,2019-11-07T16:56:01,SRP125475,Peking University Health Science Center,microbial community diversities of subgingival plaque of 9 subjects,HARVESTED,10.3389/fcimb.2020.577485
284,284,MGYS00002395,68,PRJNA416501,False,2019-11-07T16:55:59,SRP123221,Universite de Rennes 1,Hemoparo,HARVESTED,10.1038/s41598-018-33813-0
285,285,MGYS00002394,20,PRJNA271538,False,2019-11-07T16:55:54,SRP051741,Peking University School and Hospital of Stomatology,Subgingival plaque and peri-implant biofilm,HARVESTED,
286,286,MGYS00002274,10,PRJNA335630,False,2019-11-07T16:55:52,SRP080750,Medical University of Graz,human oral metagenome Metagenome,HARVESTED,10.3389/fmicb.2016.02142
287,287,MGYS00002272,40,PRJNA292354,False,2019-11-07T16:55:50,SRP073270,UCLA School of Dentistry,healthy and stomatitis denture microbiome,HARVESTED,10.1128/msphere.00215-16
288,288,MGYS00002269,147,PRJNA289294,False,2019-11-07T16:55:48,SRP062274,Academic Centre for Dentistry Amsterdam,Subgingival microbiome Metagenome,HARVESTED,10.3389/fcimb.2021.663756
289,289,MGYS00002257,1,PRJNA244164,False,2019-11-07T16:55:46,SRP041078,University of Otago,Dental Plaque 16s rRNA v6 amplicons,HARVESTED,10.7717/peerj.2095
290,290,MGYS00002229,100,PRJNA269205,False,2019-11-07T16:55:44,SRP051201,University of Florida,Human oral subgingival communities,HARVESTED,10.1128/aem.00462-17
291,291,MGYS00002224,101,PRJNA324274,False,2019-11-07T16:55:42,SRP077982,Universidade de Sao Paulo,human oral metagenome Raw sequence reads,HARVESTED,10.3389/fcimb.2021.663756
292,292,MGYS00002173,224,PRJNA274944,False,2019-11-07T16:55:40,SRP060310,National Tsing Hua University,Subgingival samples from Healthy / Periodontitis subjects Targeted Locus (Loci),HARVESTED,10.3389/fmicb.2016.01945
293,293,MGYS00001300,14,PRJNA239461,False,2019-11-07T16:55:38,SRP038999,University of Connecticut,Influence of DNA extraction on oral microbial profiles obtained via 16S rRNA gene sequencing- Supragingival plaque,HARVESTED,10.3402/jom.v6.23990
294,294,MGYS00002362,61,PRJNA421952,False,2019-11-07T16:55:34,SRP127972,FISABIO,Combined analysis of the salivary microbiome and host defence peptides predicts dental disease,HARVESTED,10.1038/s41598-018-20085-x
295,295,MGYS00002361,136,PRJNA421776,False,2019-11-07T16:55:32,SRP126531,University of Wisconsin-Madison,Exercise frequency is associated with the oral microbiota of student athletes and non-athletes,HARVESTED,10.1186/s12967-020-02291-2
296,296,MGYS00002277,89,PRJNA413647,False,2019-11-07T16:55:31,SRP119591,Zhejiang Chinese Medical University,Oral microbiome of young adults,HARVESTED,10.1097/md.0000000000024742
297,297,MGYS00002260,1,PRJNA253625,False,2019-11-07T16:55:18,SRP043625,Research and Testing Laboratory,Human saliva Targeted Locus (Loci),HARVESTED,
298,298,MGYS00002259,45,PRJNA247490,False,2019-11-07T16:55:16,SRP042281,University of Naples Federico II,Human saliva microbiota Targeted Locus (Loci),HARVESTED,
299,299,MGYS00002256,161,PRJNA236367,False,2019-11-07T16:55:14,SRP035877,univ. di napoli federico II - dipartimento di agraria,"Omnivorous, vegetarian and vegan saliva Targeted Locus (Loci)",HARVESTED,10.1371/journal.pone.0112373
300,300,MGYS00002246,39,PRJNA196250,False,2019-11-07T16:55:12,SRP020623,University of Connecticut,Transplantation-associated long-term immunosuppression promotes oral colonization by potentially opportunistic pathogens without impacting other members of the salivary bacteriome,HARVESTED,
301,301,MGYS00002231,17,PRJNA261765,False,2019-11-07T16:55:10,SRP047405,Northwest University for Nationalities,Saliva in oral cavity Targeted Locus (Loci),HARVESTED,
302,302,MGYS00002230,56,PRJNA306560,False,2019-11-07T16:55:08,SRP067603,University of Oklahoma,Human oral saliva Metagenome,HARVESTED,10.1038/s41368-019-0045-2
303,303,MGYS00002221,20,PRJNA261274,False,2019-11-07T16:55:06,SRP047310,Northwest University for Nationalities,microbial diversity on human oral cavity,HARVESTED,
304,304,MGYS00002209,43,PRJDB2355,False,2019-11-07T16:55:04,DRP002300,"Section of Preventive and Public Health Dentistry, Kyushu University Faculty of Dental Science",Identification of salivary microbiota associated with oral malodor using 16S pyrosequencing,HARVESTED,
305,305,MGYS00002186,14,PRJNA227796,False,2019-11-07T16:55:01,SRP033022,CIBIO,Human Saliva Microbiome,HARVESTED,
306,306,MGYS00002261,10,PRJNA256234,False,2019-11-07T16:55:00,SRP044888,DNA-technology,Teeth bacterium Metagenome,HARVESTED,
307,307,MGYS00002234,206,PRJNA282991,False,2019-11-07T16:54:57,SRP058027,University of Washington,"UW - Children''s Health Cohort, Adult Participant''s Buccal Oral Microbiomes, 16S rDNA V5V6 PCR Sequences",HARVESTED,10.1038/jes.2014.12
308,308,MGYS00002219,80,PRJNA362794,False,2019-11-07T16:54:54,SRP097643,"Ninth People's Hospital, School of Medicine, Shanghai Jiao Tong University",human oral  metagenome Raw sequence reads,HARVESTED,10.2147/cmar.s251021
309,309,MGYS00002276,2,PRJNA388022,False,2019-11-07T16:54:52,SRP108107,Faculty of pharmacy Suez Canal university,molecular charactarization of endodontic infection in humans,HARVESTED,
310,310,MGYS00002273,50,PRJNA326888,False,2019-11-07T16:54:49,SRP077498,Medical University of Graz,human oral metagenome Raw sequence reads,HARVESTED,
311,311,MGYS00002270,1,PRJNA306796,False,2019-11-07T16:54:47,SRP067717,Peking University School of Stomatology,"plaque, saliva, tongue coating metagenome",HARVESTED,
312,312,MGYS00002268,4,PRJNA284168,False,2019-11-07T16:54:45,SRP058400,Kunming Institute of Zoology Chinese Academy of Sciences,Human-associated samples Metagenome,HARVESTED,10.1186/s12864-016-2891-z
313,313,MGYS00002267,140,PRJNA278076,False,2019-11-07T16:54:43,SRP056328,Children's National Medical Center,Human Oral Swabs Raw sequence reads,HARVESTED,10.1371/journal.pone.0131615
314,314,MGYS00002266,39,PRJNA271580,False,2019-11-07T16:54:41,SRP051689,Queen Mary University of London,Development and pyrosequencing analysis of an in-vitro oral biofilm model,HARVESTED,10.1186/s12866-015-0364-1
315,315,MGYS00002265,26,PRJNA267644,False,2019-11-07T16:54:40,SRP050196,ACTA,Microcosm Targeted Locus (Loci),HARVESTED,
316,316,MGYS00002263,38,PRJNA261560,False,2019-11-07T16:54:38,SRP047369,Northwest University for Nationalities,Saliva of human Targeted Locus (Loci),HARVESTED,
317,317,MGYS00002258,1,PRJNA239444,False,2019-11-07T16:54:36,SRP041092,The Ohio State University,Human current and never smokers,HARVESTED,10.1038/ismej.2014.114
318,318,MGYS00002249,11,PRJNA238283,False,2019-11-07T16:54:34,SRP038908,University of Malaya,Human oral metagenome,HARVESTED,
319,319,MGYS00002248,26,PRJNA232543,False,2019-11-07T16:54:31,SRP034724,The West China Hospital of Stomatology,Oral microbiome of leukemia patients,HARVESTED,10.1371/journal.pone.0102116
320,320,MGYS00002237,40,PRJNA352375,False,2019-11-07T16:54:27,SRP093358,Temple University,Species within oral squamous cell carcinoma and control tissues -  Metagenome,HARVESTED,10.1038/s41598-017-02079-3
321,321,MGYS00002236,12,PRJNA267483,False,2019-11-07T16:54:25,SRP049918,Jazan University,Oral Bacterial Metagenome - Young Healthy Arabs,HARVESTED,10.3402/jom.v8.31444
322,322,MGYS00002233,103,PRJNA394711,False,2019-11-07T16:54:23,SRP112540,Trinity College Dublin,Microbiome of Oral Leukoplakia,HARVESTED,10.3389/fmicb.2017.02391
323,323,MGYS00002232,44,PRJNA380711,False,2019-11-07T16:54:21,SRP103050,"Affiliated Hospital of Stomatology, College of Medicine, Zhejiang University",human oral metagenome,HARVESTED,10.1128/msystems.00450-19
324,324,MGYS00002228,17,PRJNA384402,False,2019-11-07T16:54:18,SRP107375,"Mariam Ashour, Dr. Marwa Azab, Prof. Dr. Ali Ahmed, Suez Canal University",oral metagenome Metagenome,HARVESTED,
325,325,MGYS00002227,3,PRJNA268255,False,2019-11-07T16:54:16,SRP050159,Jazan University,Oral cancer bacteriome - preliminary study Metagenome,HARVESTED,
326,326,MGYS00002226,21,PRJNA320703,False,2019-11-07T16:54:14,SRP075956,University of Vienna,The human oral microbiota and interleukin 8 levels,HARVESTED,10.3389/fmicb.2017.00416
327,327,MGYS00002225,24,PRJNA328521,False,2019-11-07T16:54:12,SRP079075,The University of Auckland,Oral microbiome Raw sequence reads,HARVESTED,10.1371/journal.pone.0169877
328,328,MGYS00002222,250,PRJNA330897,False,2019-11-07T16:54:10,SRP079702,IrsiCaixa Foundation,human oral metagenome Metagenome,HARVESTED,10.1097/md.0000000000005821
329,329,MGYS00002220,24,PRJNA255332,False,2019-11-07T16:54:08,SRP044345,AC Camargo Cancer Center,Alcohol and tobacco consumption affects bacterial richness in oral cavity biofilms,HARVESTED,10.1186/s12866-014-0250-2
330,330,MGYS00002218,6,PRJNA213531,False,2019-11-07T16:54:06,SRP028356,Madurai Kamaraj University,Human oral microbiome,HARVESTED,
331,331,MGYS00002217,57,PRJNA292800,False,2019-11-07T16:54:04,SRP062418,University of Oklahoma,Oral Microbiome Metagenome,HARVESTED,
332,332,MGYS00002187,540,PRJNA383868,False,2019-11-07T16:54:02,SRP104798,J. Craig Venter Institute,Metagenomics of the Microbiome in Oral Health and Disease,HARVESTED,10.3389/fcimb.2021.720637
333,333,MGYS00002176,14,PRJNA386032,False,2019-11-07T16:54:00,SRP106728,Seoul National University,Microbiota between subgingival plaque and gingival tissue in periodontitis,HARVESTED,10.1177/0022034517732754
334,334,MGYS00002174,150,PRJNA248613,False,2019-11-07T16:53:58,SRP050141,Shanghai Jiao Tong University,Human oral microbiota in periodontitis and health,HARVESTED,10.1038/srep09053
335,335,MGYS00002172,1,PRJNA266810,False,2019-11-07T16:53:56,SRP049665,FISABIO,Oral active microbiota of dental caries,HARVESTED,
336,336,MGYS00002171,1,PRJNA243549,False,2019-11-07T16:53:54,SRP040947,"Qibebt,CAS,China",Predictive modeling of early childhood caries via spatial-temporal variations of oral microbiota (Validataion study),HARVESTED,
337,337,MGYS00002170,1,PRJNA243102,False,2019-11-07T16:53:52,SRP040945,"Qibebt,CAS,China",Predictive modeling of early childhood caries via spatial-temporal variations of oral microbiota,HARVESTED,
338,338,MGYS00002165,37,PRJNA330533,False,2019-11-07T16:53:50,SRP078943,Univeristy of Oklahoma,Liyan_caries_2011,HARVESTED,
339,339,MGYS00002154,238,PRJNA321534,False,2019-11-07T16:53:48,SRP075100,Univeristy of Oklahoma,Casey periodontitis 2016,HARVESTED,10.1038/s41396-017-0037-1
340,340,MGYS00002149,6,PRJNA262008,False,2019-11-07T16:53:45,SRP047474,Queen Mary University of London,Carious dentine Genome sequencing,HARVESTED,10.3389/fcimb.2014.00164
341,341,MGYS00002148,92,PRJNA210875,False,2019-11-07T16:53:43,SRP026653,King's College London,Bacterial community development in experimental gingivitis,HARVESTED,10.1128/mbio.03281-20
342,342,MGYS00002147,1,PRJNA184696,False,2019-11-07T16:53:41,SRP022233,"Procter & Gamble Innovation Center, Beijing, China",P&G gingivitis Targeted Locus,HARVESTED,10.1128/mbio.03281-20
343,343,MGYS00001302,41,PRJNA216965,False,2019-11-07T16:53:39,SRP029257,University of Oklahoma,Dental Calculus Metagenome (archaeological),HARVESTED,10.1098/rstb.2019.0573
344,344,MGYS00001301,1,PRJNA284100,False,2019-11-07T16:53:37,SRP058372,Zhejiang University,Supragingival plaque Raw sequence reads,HARVESTED,10.1038/srep17098
345,345,MGYS00001174,28,PRJNA230363,False,2019-11-07T16:53:35,SRP033553,"BIOLS, CAS",Oral Microbiome,HARVESTED,10.1128/msphere.00162-21
346,346,MGYS00005107,6,PRJNA394849,False,2019-11-07T16:53:33,SRP114403,Sapienza Universita' di Roma,NGS approaches to metagenomics of gut microbiome,HARVESTED,
347,347,MGYS00003894,89,PRJNA486437,False,2019-11-07T16:53:31,SRP158183,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention",feces metagenome,HARVESTED,
348,348,MGYS00003733,1307,PRJNA354235,False,2019-11-07T16:53:29,SRP096283,Harvard School of Public Health,Human gut metagenome and metatranscriptome raw sequence reads.,HARVESTED,10.3389/fmicb.2021.705583
349,349,MGYS00003475,24,PRJNA407815,False,2019-11-07T16:53:28,SRP118697,McDonnell Genome Institute,Microbiome and Worm Infection,HARVESTED,10.1186/s40168-018-0416-5
350,350,MGYS00003441,104,PRJNA419097,False,2019-11-07T16:53:25,SRP125313,The chinese university of Hong Kong,human stool bacteria 16s rDNA v4 region sequencing,HARVESTED,10.1038/s41467-018-06103-6
351,351,MGYS00003191,8,PRJNA244913,False,2019-11-07T16:53:24,SRP041283,University of Cambridge,Impact of experimental Necator americanus infection on human gut microbiota,HARVESTED,
352,352,MGYS00002177,49,PRJNA396275,False,2019-11-07T16:53:22,SRP115612,Massachusetts Institute of Technology,Association between oral and gut microbiota in Periodontal Disease,HARVESTED,10.1080/20002297.2018.1487741
353,353,MGYS00001647,49,PRJDB2036,False,2019-11-07T16:53:20,DRP001277,Laboratory for Intestinal Ecosystem,The prebiotic fructooligosaccharide modulates metabolic dynamics and IgA production in the human gut ecosystem,HARVESTED,
354,354,MGYS00001541,78,PRJNA258387,False,2019-11-07T16:53:18,SRP045568,The Ohio State University,Fecal microbiota of toddlers Metagenome,HARVESTED,10.1371/journal.pone.0113026
355,355,MGYS00001258,30,PRJNA305094,False,2019-11-07T16:53:16,SRP067039,National Centre for Cell Science Pune,Targeted Gene amplicons raw sequence reads,HARVESTED,10.1038/s41598-018-33773-5
356,356,MGYS00001257,271,PRJNA298590,False,2019-11-07T16:53:15,SRP064846,Alkek Center for Metagenomics and Microbiome Research,Homo sapiens fecal microbiome transplant,HARVESTED,10.1038/s41586-018-0616-y
357,357,MGYS00001250,118,PRJNA306016,False,2019-11-07T16:53:11,SRP067522,University of Turin,Metagenome from fecal samples collect from healty human subject during probiotic intervention trial,HARVESTED,
358,358,MGYS00001249,2,PRJNA302437,False,2019-11-07T16:53:10,SRP066323,University of Nebraska-Lincoln,16s-based microbiome metagenome,HARVESTED,10.1152/ajpgi.00044.2015
359,359,MGYS00001220,664,PRJNA263853,False,2019-11-07T16:53:08,SRP049113,Swedish University of Agricultural Sciences,Human gut microbiota from the ALADDIN study,HARVESTED,10.1038/s41586-018-0616-y
360,360,MGYS00001213,18,PRJNA318788,False,2019-11-07T16:53:04,SRP073516,University of Pennsylvania,Human Feces Samples Metagenome,HARVESTED,10.1128/mBio.00322-16
361,361,MGYS00001212,158,PRJNA324825,False,2019-11-07T16:53:00,SRP076281,Emory University,A Longitudinal Study of Pediatric Subjects with Newly Diagnosed Inflammatory Bowel Disease,HARVESTED,10.1186/s13073-016-0331-y
362,362,MGYS00001210,79,PRJNA323360,False,2019-11-07T16:52:56,SRP077632,Los Alamos National Laboratory,Raw sequence reads of human sleep apnea patients gut microbiome,HARVESTED,
363,363,MGYS00001194,210,PRJNA321051,False,2019-11-07T16:52:54,SRP075039,Brigham and Women's Hospital,Alterations of the human gut microbiome in multiple sclerosis,HARVESTED,10.1038/ncomms12015
364,364,MGYS00001190,112,PRJNA317493,False,2019-11-07T16:52:51,SRP073722,University of Michigan,Comparison of the fecal microbiota during variable collection and storage methods,HARVESTED,10.1186/s12866-017-0983-9
365,365,MGYS00001071,43,PRJNA276631,False,2019-11-07T16:52:47,SRP055567,University of Parma,"16S rRNA profiling of ""Allergy"" and ""Healthy"" human faecal samples",HARVESTED,10.1371/journal.pone.0147809
366,366,MGYS00004399,73,PRJNA304249,False,2019-11-07T16:52:45,SRP067029,University of Aveiro,Shallow coastal lagoon Metagenome,HARVESTED,
367,367,MGYS00001248,270,PRJNA280026,False,2019-11-07T16:52:43,SRP065497,The Chinese University of Hong Kong,Human gut environment Targeted loci environmental,HARVESTED,10.1038/s41467-021-23265-y
368,368,MGYS00002301,378,PRJNA389280,False,2019-11-07T16:52:41,SRP115812,Harvard T.H. Chan School of Public Health,Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2),HARVESTED,10.1186/s12866-021-02321-z
369,369,MGYS00003908,23,PRJNA487588,False,2019-11-07T16:52:38,SRP158693,Universidad de Antioquia,Children Gut Microbiota 16S,HARVESTED,10.7717/peerj.6200
370,370,MGYS00003180,24,PRJNA316208,False,2019-11-07T16:52:37,SRP078558,University of Cambridge,Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease,HARVESTED,
371,371,MGYS00002240,4,PRJNA388322,False,2019-11-07T16:52:35,SRP108566,Providence University,16S rDNA sequences of human oral and gut microbiome Raw sequence reads,HARVESTED,10.1038/s41598-017-08679-3
372,372,MGYS00001270,35,PRJNA322917,False,2019-11-07T16:52:33,SRP075726,City of Hope,Intestinal microbiota of the patients with Hirschsprungs disease Raw sequence reads,HARVESTED,10.1371/journal.pone.0162079
373,373,MGYS00001072,781,PRJNA281060,False,2019-11-07T16:52:29,SRP057504,Academic Centre for Dentistry Amsterdam,Human oral or faecal metagenome Raw sequence reads,HARVESTED,10.1128/mBio.01693-15
374,374,MGYS00005105,211,PRJNA510835,False,2019-08-05T14:46:43,SRP173959,NIAID Bioinformatics and Computational Biosciences Branch,The impact of anthelmintic treatment on human gut microbiota in western Kenya: Cross-sectional and pre-post deworming comparisons,HARVESTED,10.1186/s12859-020-03694-0
375,375,MGYS00005086,57,PRJEB33269,False,2019-07-17T11:28:33,ERP116046,EMG,EMG produced TPA metagenomics fasta_path of the Gut metagenomes of rural populations in Cameroon (PRJEB27005) data set.,SUBMITTED,10.1093/nar/gkx967
376,376,MGYS00005076,27,PRJEB24522,False,2019-06-28T14:24:43,ERP106351,UIC,obesity_all,SUBMITTED,
377,377,MGYS00005031,16,PRJEB29790,False,2019-06-17T18:36:16,ERP112139,EMG,EMG produced TPA metagenomics assembly of the Gut microbiome profiling of pediatric patients undergoing stem cell transplantation (gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
378,378,MGYS00004728,369,,False,2019-05-14T09:59:32,SRP057027,UPENNBL,"Inflammation, Antibiotics, and Diet as Concurrent Environmental Stressors of the Gut Microbiome in Pediatric Crohn's Disease",HARVESTED,
379,379,MGYS00004712,4945,PRJEB28097,False,2019-05-08T11:37:39,ERP110263,WEIZMANN INSTITUE OF SCIENCE,(1) Personalized microbiome and host features resist gut mucosal colonization by empiric probiotics; (2) Post-antibiotic gut mucosal microbiome reconstitution is impaired by probiotics and improved by autologous FMT,SUBMITTED,10.1186/s40168-021-01015-y
380,380,MGYS00003911,93,PRJEB14782,False,2019-03-06T13:28:34,ERP016451,UCSDMI,Ercolini whole grain feces,SUBMITTED,10.3390/nu13072234
381,381,MGYS00003857,56,PRJEB15057,False,2019-02-25T17:43:59,ERP016748,UCSDMI,Whole-grain wheat consumption reduces inflammation in a randomized controlled trial on overweight and obese subjects with unhealthy dietary and lifestyle behaviors: role of polyphenols bound to cereal dietary fiber,SUBMITTED,10.1093/gigascience/giaa135
382,382,MGYS00003731,37,PRJEB24523,False,2019-02-14T14:16:04,ERP106352,University of Bologna,Gut microbiome response to short term dietary intervention in reactive hypoglycemia subjects,SUBMITTED,
383,383,MGYS00003715,1004,PRJEB25642,False,2019-01-15T11:52:08,ERP107577,"Bioinformatics Lab, Innovation Center",LogMPIE: Landscape Of Gut Microbiome - Pan India Exploration,SUBMITTED,10.1038/sdata.2018.232
384,384,MGYS00003712,59,PRJEB17784,False,2019-01-10T13:56:10,ERP019674,EMBL,The fecal microbiota in L-DOPA naive PD patients,SUBMITTED,10.1073/pnas.2023202118
385,385,MGYS00003609,27,PRJEB26093,False,2018-11-28T13:28:52,ERP108066,EMG,EMG produced TPA metagenomics assembly of the A plaque on both your houses: Exploring the history of urbanisation and infectious diseases through the study of archaeological dental tartar.,SUBMITTED,10.1093/nar/gkx967
